service_type,age,income,documents_uploaded_count,aadhaar_match,address_match,bank_account_valid,certificate_valid,duplicate_application_flag,hospital_record_match,caste_category_valid,decision_reason,approved
residence_certificate,4,282304,3,0,1,1,1,0,0,1,aadhaar_name_mismatch,0
widow_pension,11,9852,1,1,0,1,0,0,1,1,address_mismatch_records,0
birth_certificate,26,170622,4,1,1,1,1,0,1,1,approved,1
widow_pension,83,55772,5,1,1,1,1,0,1,1,approved,1
caste_certificate,10,90887,4,1,1,1,1,0,1,1,approved,1
birth_certificate,35,268162,5,1,1,1,0,0,0,1,certificate_expired,0
old_age_pension,51,256650,3,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,1,114373,2,1,1,1,1,0,1,1,approved,1
birth_certificate,73,213161,2,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,70,162252,4,1,0,1,0,0,1,1,address_mismatch_records,0
residence_certificate,11,2476,1,1,1,1,0,0,1,1,certificate_expired,0
birth_certificate,54,163946,3,1,1,1,1,0,1,1,approved,1
residence_certificate,79,186399,3,1,1,1,1,0,1,1,approved,1
widow_pension,30,264508,4,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,90,207719,3,1,0,1,1,0,0,1,address_mismatch_records,0
old_age_pension,31,250829,4,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,63,2144,4,1,1,1,1,0,1,1,approved,1
residence_certificate,90,25325,1,1,1,1,1,0,1,1,approved,1
birth_certificate,58,271293,2,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,24,184610,2,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,68,112394,3,1,1,1,1,0,1,1,approved,1
widow_pension,67,197517,2,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,43,287596,5,1,1,1,1,0,1,1,income_exceeds_limit,0
residence_certificate,42,85743,1,1,1,0,0,0,1,1,bank_account_inactive,0
widow_pension,14,223193,3,0,1,1,0,0,1,1,aadhaar_name_mismatch,0
residence_certificate,12,104743,1,1,1,1,1,0,1,1,approved,1
old_age_pension,68,131662,2,0,1,1,1,0,0,1,aadhaar_name_mismatch,0
birth_certificate,69,181501,5,1,1,1,1,0,1,1,approved,1
caste_certificate,44,107099,3,1,1,1,1,0,1,1,approved,1
old_age_pension,24,225886,1,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,24,152641,4,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,9,69032,1,1,1,1,1,0,1,1,approved,1
widow_pension,61,45803,2,1,1,1,1,0,0,1,approved,1
caste_certificate,11,282271,4,1,1,0,0,0,1,1,bank_account_inactive,0
birth_certificate,66,215842,1,1,1,1,1,0,1,1,approved,1
old_age_pension,28,143982,3,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,92,74821,2,1,1,1,1,0,1,1,approved,1
old_age_pension,42,171395,5,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,87,249181,5,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,87,76747,3,0,1,1,0,0,1,1,aadhaar_name_mismatch,0
birth_certificate,88,175972,4,1,1,0,1,0,1,1,ifsc_invalid,0
old_age_pension,36,226100,3,1,1,1,1,0,1,1,age_not_eligible,0
old_age_pension,68,171348,3,1,1,1,1,0,1,1,approved,1
caste_certificate,10,64286,5,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,39,4117,3,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,62,18061,4,1,1,1,1,0,1,0,approved,1
caste_certificate,21,284360,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,14,250912,1,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,8,251921,3,1,0,0,1,0,1,1,address_mismatch_records,0
old_age_pension,69,250231,2,1,1,1,1,0,1,1,suspicious_income_pattern,0
birth_certificate,63,3691,1,1,1,1,0,0,0,1,certificate_expired,0
birth_certificate,89,43915,5,1,1,1,1,1,0,1,duplicate_application_detected,0
old_age_pension,5,221197,4,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,42,230500,2,1,1,1,1,0,1,1,approved,1
residence_certificate,19,154245,5,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,42,14003,2,1,1,1,1,0,1,1,approved,1
old_age_pension,61,82413,5,1,1,1,0,1,1,1,duplicate_application_detected,0
residence_certificate,66,238972,5,1,1,1,1,0,0,1,approved,1
birth_certificate,81,158939,3,1,1,1,1,0,0,1,hospital_record_not_found,0
birth_certificate,51,82000,3,1,1,1,0,0,1,0,certificate_expired,0
caste_certificate,73,204745,4,1,1,1,1,0,0,1,approved,1
residence_certificate,93,24164,1,1,1,1,1,0,1,1,approved,1
residence_certificate,25,259835,1,1,0,1,1,0,0,0,address_mismatch_records,0
old_age_pension,93,39392,4,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
birth_certificate,30,81022,3,1,1,1,1,0,1,1,approved,1
widow_pension,54,281812,5,1,0,1,1,0,0,1,address_mismatch_records,0
old_age_pension,67,23130,1,1,1,1,1,0,0,1,approved,1
old_age_pension,56,51622,5,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,23,65305,4,1,1,1,1,0,0,1,age_not_eligible,0
caste_certificate,64,97015,3,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,25,126272,5,1,1,1,1,0,1,1,approved,1
old_age_pension,48,255991,4,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,92,53090,3,1,1,0,1,0,1,1,ifsc_invalid,0
residence_certificate,37,91767,1,1,1,1,1,0,1,1,approved,1
residence_certificate,35,108885,3,1,1,1,1,0,1,1,approved,1
birth_certificate,53,279278,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
residence_certificate,8,163121,2,1,1,0,1,0,1,1,bank_account_inactive,0
residence_certificate,41,28500,5,1,1,1,1,0,1,1,approved,1
widow_pension,81,175458,5,1,1,1,1,0,1,1,income_exceeds_limit,0
residence_certificate,23,86067,1,1,1,1,1,0,1,0,approved,1
widow_pension,39,260261,2,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,81,64759,2,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
widow_pension,7,243799,2,1,1,0,1,0,1,1,ifsc_invalid,0
caste_certificate,53,141246,1,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,10,256757,1,1,1,1,1,1,1,1,duplicate_application_detected,0
old_age_pension,87,109806,2,1,0,1,1,0,1,0,address_mismatch_records,0
caste_certificate,76,192819,3,1,1,1,1,0,1,1,approved,1
caste_certificate,94,102663,4,1,0,1,1,0,1,0,address_mismatch_records,0
residence_certificate,55,221872,2,1,1,1,1,1,1,1,duplicate_application_detected,0
caste_certificate,93,28035,3,0,0,0,1,0,0,1,aadhaar_name_mismatch,0
widow_pension,28,134388,2,1,1,1,1,0,1,1,income_exceeds_limit,0
old_age_pension,41,219877,4,1,1,1,1,0,1,1,age_not_eligible,0
old_age_pension,5,79241,2,1,1,0,1,0,1,1,ifsc_invalid,0
residence_certificate,2,205730,1,1,1,1,1,0,1,1,approved,1
widow_pension,91,131532,2,1,1,1,1,0,1,0,income_exceeds_limit,0
widow_pension,73,291771,3,1,1,1,1,0,1,1,income_exceeds_limit,0
birth_certificate,64,108483,5,1,1,1,1,0,1,1,approved,1
caste_certificate,11,46455,1,1,1,1,1,0,1,0,invalid_caste_subcategory,0
residence_certificate,35,11138,5,1,1,1,1,0,1,1,approved,1
old_age_pension,55,169074,4,1,1,1,1,1,1,1,duplicate_application_detected,0
birth_certificate,51,162298,4,1,1,1,1,0,0,1,hospital_record_not_found,0
widow_pension,31,297730,3,1,1,0,0,0,1,1,bank_account_inactive,0
caste_certificate,55,275775,5,1,1,0,1,0,1,1,ifsc_invalid,0
old_age_pension,10,209274,5,1,1,1,0,0,1,1,certificate_expired,0
birth_certificate,0,208052,1,1,1,1,1,0,1,1,approved,1
widow_pension,5,290183,1,1,1,1,1,0,1,1,income_exceeds_limit,0
old_age_pension,90,117274,2,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,78,96584,1,1,1,1,1,0,1,1,approved,1
widow_pension,73,42949,3,1,1,1,1,0,1,1,approved,1
widow_pension,23,47971,3,1,0,0,0,0,1,1,address_mismatch_records,0
residence_certificate,71,148873,5,1,1,1,1,0,1,1,approved,1
old_age_pension,80,239131,1,1,1,1,0,0,1,1,certificate_expired,0
widow_pension,23,190643,1,1,1,0,1,0,0,1,ifsc_invalid,0
birth_certificate,76,106625,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,8,125568,4,1,1,1,1,0,0,1,approved,1
residence_certificate,58,40121,2,1,1,1,1,0,1,0,approved,1
widow_pension,69,260799,3,1,1,1,1,0,1,1,income_exceeds_limit,0
caste_certificate,92,212354,2,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,22,262212,4,1,0,1,1,0,1,0,address_mismatch_records,0
old_age_pension,85,117767,3,1,1,1,1,0,1,1,approved,1
caste_certificate,84,91023,2,1,1,1,1,0,1,0,invalid_caste_subcategory,0
residence_certificate,16,467,5,0,1,1,1,0,1,0,aadhaar_name_mismatch,0
widow_pension,89,185563,5,1,1,1,1,1,0,0,duplicate_application_detected,0
widow_pension,24,84349,3,1,1,1,1,0,1,0,approved,1
residence_certificate,37,74794,5,1,1,1,1,0,1,1,approved,1
old_age_pension,2,113193,1,1,1,0,0,0,1,0,bank_account_inactive,0
residence_certificate,66,170797,5,1,1,1,1,0,1,0,approved,1
birth_certificate,13,136814,3,1,0,1,0,1,1,1,duplicate_application_detected,0
residence_certificate,9,258661,4,1,1,1,1,0,1,1,suspicious_income_pattern,0
residence_certificate,65,88296,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
widow_pension,70,125765,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,13,62496,5,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,80,46167,2,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,9,210331,3,1,1,1,0,0,1,1,certificate_expired,0
widow_pension,48,97904,5,1,1,1,1,0,0,1,approved,1
widow_pension,90,181137,2,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,61,56996,1,1,1,1,1,0,1,1,approved,1
caste_certificate,47,45235,2,1,1,1,1,0,1,0,invalid_caste_subcategory,0
residence_certificate,2,254835,4,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,46,45748,1,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,59,21104,4,1,1,1,1,0,1,1,approved,1
caste_certificate,24,139215,2,1,1,1,1,0,1,1,approved,1
residence_certificate,6,149580,1,1,1,1,1,0,0,1,approved,1
birth_certificate,76,248979,1,1,1,0,1,0,0,1,bank_account_inactive,0
birth_certificate,38,168770,2,1,1,1,1,0,1,1,approved,1
caste_certificate,42,162730,5,1,1,1,1,0,1,1,approved,1
residence_certificate,45,44811,5,1,1,0,1,0,1,1,bank_account_inactive,0
old_age_pension,88,245280,2,1,0,1,0,0,1,1,address_mismatch_records,0
birth_certificate,42,131537,3,1,1,1,0,0,0,1,certificate_expired,0
widow_pension,28,33803,2,1,1,1,1,0,1,1,approved,1
residence_certificate,82,122779,2,1,1,0,1,0,1,1,ifsc_invalid,0
residence_certificate,85,279244,3,1,1,1,1,0,0,1,suspicious_income_pattern,0
birth_certificate,65,222008,3,1,1,1,1,0,1,1,approved,1
old_age_pension,85,188541,1,1,1,1,1,0,1,1,approved,1
widow_pension,68,148099,2,1,1,1,1,0,0,0,income_exceeds_limit,0
old_age_pension,26,266195,2,1,1,1,1,1,1,0,duplicate_application_detected,0
widow_pension,81,168120,1,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
birth_certificate,2,107824,5,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,55,123438,4,1,1,1,1,0,1,1,approved,1
widow_pension,63,125641,3,1,1,1,1,0,0,1,income_exceeds_limit,0
residence_certificate,20,297830,5,1,1,1,1,0,0,1,suspicious_income_pattern,0
caste_certificate,23,200091,3,1,1,1,1,0,1,1,approved,1
caste_certificate,89,240319,1,1,1,1,1,0,1,1,approved,1
birth_certificate,19,268814,2,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
birth_certificate,51,114127,2,1,1,1,1,0,1,1,approved,1
birth_certificate,12,203110,2,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,69,65,5,1,1,1,1,0,1,1,approved,1
widow_pension,89,219767,4,1,1,1,1,0,0,1,income_exceeds_limit,0
old_age_pension,42,72017,1,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,93,67420,2,1,1,0,1,0,1,1,bank_account_inactive,0
old_age_pension,77,222714,5,1,1,1,0,0,0,1,certificate_expired,0
old_age_pension,36,74660,2,1,1,1,1,0,0,1,age_not_eligible,0
caste_certificate,29,54681,5,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,14,118585,3,1,1,1,1,0,1,1,approved,1
caste_certificate,82,16231,1,1,1,1,1,0,1,1,approved,1
birth_certificate,74,146675,3,1,1,1,1,0,1,1,approved,1
caste_certificate,83,35136,4,1,1,1,1,0,1,1,approved,1
caste_certificate,24,286792,5,1,1,1,1,0,1,0,invalid_caste_subcategory,0
caste_certificate,37,187885,4,1,1,1,1,0,1,0,invalid_caste_subcategory,0
birth_certificate,42,118170,1,1,1,1,1,1,1,1,duplicate_application_detected,0
birth_certificate,29,172237,4,1,0,1,0,0,1,1,address_mismatch_records,0
caste_certificate,39,190814,1,1,1,1,1,0,1,1,approved,1
caste_certificate,58,12717,4,1,1,1,1,0,1,1,approved,1
old_age_pension,22,247266,3,0,1,1,1,0,0,1,aadhaar_name_mismatch,0
widow_pension,43,83741,4,1,1,0,1,0,1,1,ifsc_invalid,0
old_age_pension,80,87249,4,1,1,1,1,0,1,1,approved,1
widow_pension,0,172304,4,1,1,1,1,0,0,1,income_exceeds_limit,0
widow_pension,77,24016,2,1,1,1,1,0,1,1,approved,1
caste_certificate,81,241070,5,1,1,1,1,0,1,1,approved,1
old_age_pension,40,32250,3,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,61,232802,2,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,59,183693,3,1,0,1,1,1,1,1,duplicate_application_detected,0
birth_certificate,79,266787,5,1,1,1,1,0,1,1,suspicious_income_pattern,0
widow_pension,9,172194,5,1,1,1,1,0,1,0,income_exceeds_limit,0
caste_certificate,72,292409,3,1,1,1,1,0,0,1,suspicious_income_pattern,0
residence_certificate,77,138161,2,1,1,1,1,0,1,1,approved,1
birth_certificate,65,214661,3,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,56,92093,2,1,1,1,1,0,0,1,approved,1
caste_certificate,41,127549,4,1,1,1,1,0,1,1,approved,1
residence_certificate,53,43557,2,1,1,1,1,0,1,1,approved,1
widow_pension,84,47730,2,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,41,167948,5,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,65,251471,2,1,1,1,1,0,0,1,suspicious_income_pattern,0
caste_certificate,69,134382,3,1,1,1,1,0,1,1,approved,1
old_age_pension,10,70510,2,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
residence_certificate,66,88041,3,1,1,1,1,0,1,1,approved,1
old_age_pension,10,3606,3,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,3,137013,5,1,1,1,1,0,1,1,approved,1
residence_certificate,78,256815,5,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,89,295508,4,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,78,42044,1,1,1,1,1,0,1,1,approved,1
residence_certificate,48,84450,3,1,0,1,1,0,0,1,address_mismatch_records,0
birth_certificate,21,96361,4,1,1,1,1,0,1,1,approved,1
widow_pension,36,73523,3,1,1,1,1,0,1,1,approved,1
residence_certificate,9,259501,2,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,19,224939,1,1,0,1,1,0,0,1,address_mismatch_records,0
residence_certificate,72,294052,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
residence_certificate,49,204840,2,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,30,138389,3,1,1,1,1,0,1,1,approved,1
old_age_pension,43,297513,1,1,1,1,1,0,0,1,age_not_eligible,0
residence_certificate,30,152633,5,1,1,1,0,0,1,0,certificate_expired,0
birth_certificate,91,232500,1,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,74,142384,4,1,1,0,1,0,1,1,ifsc_invalid,0
caste_certificate,40,24765,4,1,1,1,1,0,1,1,approved,1
old_age_pension,3,136739,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,13,166696,2,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,45,101266,2,1,1,1,1,0,1,1,approved,1
birth_certificate,53,223097,1,1,0,1,1,0,0,1,address_mismatch_records,0
residence_certificate,92,5609,1,1,0,1,1,0,0,1,address_mismatch_records,0
birth_certificate,91,29625,2,1,1,1,1,0,1,1,approved,1
birth_certificate,88,243453,4,1,1,1,1,0,1,1,approved,1
widow_pension,86,152599,2,1,1,1,1,0,1,1,income_exceeds_limit,0
residence_certificate,32,139582,2,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,29,253562,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,8,193667,5,1,1,0,1,0,0,1,ifsc_invalid,0
widow_pension,37,19260,1,1,1,1,0,0,1,0,certificate_expired,0
caste_certificate,88,170388,3,1,1,1,1,0,0,1,approved,1
residence_certificate,81,254204,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
birth_certificate,42,93507,2,1,1,1,1,0,1,1,approved,1
residence_certificate,6,104927,1,1,1,0,1,0,1,1,ifsc_invalid,0
residence_certificate,87,223876,4,1,1,1,1,0,1,1,approved,1
widow_pension,39,208624,3,1,0,1,0,0,1,1,address_mismatch_records,0
caste_certificate,84,230234,1,1,1,1,1,0,1,1,approved,1
widow_pension,61,267456,1,1,1,0,1,0,0,1,bank_account_inactive,0
caste_certificate,54,118904,2,1,1,1,0,0,0,1,certificate_expired,0
widow_pension,34,240065,4,1,0,0,1,0,0,1,address_mismatch_records,0
old_age_pension,42,190919,5,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,10,299181,4,1,1,1,0,0,1,1,certificate_expired,0
birth_certificate,1,263919,2,1,0,1,0,0,1,1,address_mismatch_records,0
birth_certificate,78,209741,5,1,1,1,1,1,1,1,duplicate_application_detected,0
old_age_pension,78,136636,2,1,0,1,1,0,0,1,address_mismatch_records,0
old_age_pension,4,216623,3,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,39,80247,4,0,1,1,1,0,0,1,aadhaar_name_mismatch,0
birth_certificate,79,243478,1,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,45,68932,1,1,1,1,1,0,0,1,approved,1
caste_certificate,20,32255,1,1,1,1,1,0,1,1,approved,1
residence_certificate,8,211063,5,1,1,1,0,0,1,1,certificate_expired,0
widow_pension,70,257378,3,1,1,1,1,0,1,1,income_exceeds_limit,0
caste_certificate,26,210868,3,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,16,19444,3,1,1,1,1,0,0,1,approved,1
caste_certificate,65,186330,3,1,1,1,1,0,1,1,approved,1
caste_certificate,25,224231,4,1,1,1,1,0,1,1,approved,1
old_age_pension,71,124287,5,1,1,1,1,0,1,1,approved,1
residence_certificate,44,31830,4,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,54,56683,4,0,0,1,1,0,1,0,aadhaar_name_mismatch,0
widow_pension,39,248791,3,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,15,185552,3,1,1,1,1,0,1,1,approved,1
old_age_pension,83,221499,1,1,1,1,0,0,1,0,certificate_expired,0
birth_certificate,31,242998,3,1,1,1,1,0,1,1,approved,1
birth_certificate,34,145770,4,1,1,1,1,0,1,1,approved,1
residence_certificate,63,231624,4,1,1,1,1,0,1,1,approved,1
birth_certificate,63,170487,2,1,1,1,1,0,1,0,approved,1
caste_certificate,14,201678,5,1,1,1,1,0,1,0,invalid_caste_subcategory,0
old_age_pension,41,61763,4,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,49,82775,5,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,31,177931,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
birth_certificate,29,275472,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
widow_pension,82,11248,1,1,1,1,1,0,0,1,approved,1
caste_certificate,23,80170,5,1,0,1,1,0,0,1,address_mismatch_records,0
widow_pension,65,288249,5,1,1,1,1,0,1,1,income_exceeds_limit,0
widow_pension,20,24626,3,1,1,1,1,0,0,0,approved,1
residence_certificate,41,129826,5,1,1,1,1,0,1,1,approved,1
old_age_pension,79,62515,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
birth_certificate,57,214756,1,1,1,1,0,0,1,1,certificate_expired,0
birth_certificate,1,35724,3,0,1,1,1,0,0,1,aadhaar_name_mismatch,0
caste_certificate,15,197622,3,1,1,1,1,0,0,1,approved,1
birth_certificate,92,82075,1,0,1,0,1,0,1,1,aadhaar_name_mismatch,0
residence_certificate,6,290936,2,1,1,1,1,0,1,1,suspicious_income_pattern,0
birth_certificate,54,61742,1,1,1,1,1,0,1,1,approved,1
caste_certificate,14,71083,5,1,1,0,0,0,1,1,bank_account_inactive,0
birth_certificate,22,284100,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,68,105875,4,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,0,118107,1,1,1,1,0,0,0,1,certificate_expired,0
widow_pension,68,202284,3,1,1,0,1,0,0,1,bank_account_inactive,0
widow_pension,12,139094,4,1,1,1,1,0,1,0,income_exceeds_limit,0
old_age_pension,25,256858,2,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
residence_certificate,51,133761,5,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,12,145511,5,1,1,1,1,0,1,1,approved,1
old_age_pension,54,259377,1,1,1,0,1,0,1,1,ifsc_invalid,0
caste_certificate,28,243443,4,1,1,1,1,0,1,1,approved,1
residence_certificate,17,113583,3,1,1,1,1,0,0,1,approved,1
old_age_pension,1,216790,1,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,26,177231,1,1,1,1,1,0,0,1,hospital_record_not_found,0
residence_certificate,49,252900,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
widow_pension,41,85026,5,1,1,1,1,0,1,1,approved,1
old_age_pension,66,219246,4,1,1,1,1,0,1,1,approved,1
residence_certificate,93,42709,2,1,1,1,1,0,0,1,approved,1
residence_certificate,9,253256,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,8,77601,4,1,1,0,1,0,0,1,ifsc_invalid,0
widow_pension,2,51372,1,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,85,256090,3,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,37,17167,4,1,1,1,1,0,1,1,approved,1
caste_certificate,74,104451,3,0,1,1,0,0,0,1,aadhaar_name_mismatch,0
residence_certificate,69,211438,3,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,68,131469,4,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,29,110415,2,0,1,1,0,0,1,1,aadhaar_name_mismatch,0
old_age_pension,13,27758,1,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,1,100994,1,1,1,1,1,0,1,0,approved,1
birth_certificate,7,169649,5,1,1,1,1,0,1,0,approved,1
old_age_pension,73,204563,3,1,1,1,1,0,1,1,approved,1
old_age_pension,84,91318,1,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,82,141876,5,1,1,1,1,0,0,1,approved,1
caste_certificate,17,151924,3,1,1,1,1,0,1,1,approved,1
residence_certificate,70,251771,4,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,12,106356,2,1,1,1,1,1,0,1,duplicate_application_detected,0
residence_certificate,45,261152,2,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,53,279393,2,1,1,1,1,1,0,1,duplicate_application_detected,0
caste_certificate,11,220955,4,1,1,0,1,0,1,1,bank_account_inactive,0
residence_certificate,39,133423,5,0,1,0,1,0,0,1,aadhaar_name_mismatch,0
caste_certificate,87,122164,3,1,1,1,1,0,0,1,approved,1
old_age_pension,81,42679,1,1,1,1,1,0,1,1,approved,1
old_age_pension,37,294349,3,1,0,1,1,0,0,1,address_mismatch_records,0
residence_certificate,11,260670,5,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,66,171890,3,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,24,196764,4,0,0,1,0,0,1,1,aadhaar_name_mismatch,0
caste_certificate,34,255769,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
birth_certificate,15,79226,3,1,1,1,1,0,1,1,approved,1
widow_pension,44,247492,3,1,1,0,1,0,1,1,bank_account_inactive,0
residence_certificate,12,216185,4,1,1,1,1,0,1,1,approved,1
birth_certificate,23,239802,5,1,1,1,1,0,1,1,approved,1
residence_certificate,75,109796,5,1,1,1,1,0,1,1,approved,1
birth_certificate,1,44162,5,1,0,1,0,0,1,1,address_mismatch_records,0
old_age_pension,89,156564,1,1,1,1,1,0,1,1,approved,1
residence_certificate,9,183293,4,1,1,1,1,0,0,1,approved,1
birth_certificate,18,198244,5,0,0,1,1,0,1,1,aadhaar_name_mismatch,0
widow_pension,85,7617,3,0,1,0,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,23,196606,2,1,1,1,0,0,1,0,certificate_expired,0
residence_certificate,89,53622,4,1,1,1,1,0,1,1,approved,1
residence_certificate,60,140986,5,0,1,1,1,0,1,0,aadhaar_name_mismatch,0
birth_certificate,4,151334,5,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,79,181828,2,1,1,1,1,0,1,1,approved,1
old_age_pension,33,101705,1,1,1,0,1,0,1,1,bank_account_inactive,0
caste_certificate,91,76837,1,1,1,1,1,0,1,1,approved,1
birth_certificate,63,130531,2,1,1,1,1,0,1,1,approved,1
widow_pension,11,100718,1,1,1,1,1,0,1,1,approved,1
residence_certificate,58,91721,3,1,1,1,1,1,1,1,duplicate_application_detected,0
old_age_pension,20,278712,2,1,1,1,1,0,0,1,age_not_eligible,0
residence_certificate,88,249478,5,1,0,1,1,0,0,1,address_mismatch_records,0
widow_pension,77,7971,5,0,1,1,1,0,1,0,aadhaar_name_mismatch,0
old_age_pension,46,7134,3,1,0,0,1,0,1,1,address_mismatch_records,0
widow_pension,52,3377,5,1,1,1,1,0,1,1,approved,1
old_age_pension,72,157511,3,1,1,1,0,0,0,1,certificate_expired,0
caste_certificate,93,8487,4,1,1,1,1,0,1,1,approved,1
old_age_pension,92,105417,2,1,1,0,1,0,1,1,bank_account_inactive,0
widow_pension,38,121650,2,1,1,1,1,0,1,0,income_exceeds_limit,0
birth_certificate,30,103001,3,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,77,277523,4,1,1,0,1,0,1,1,bank_account_inactive,0
residence_certificate,80,39894,5,1,1,1,1,0,1,1,approved,1
caste_certificate,88,282875,5,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,45,3664,2,1,1,1,1,0,1,1,approved,1
residence_certificate,56,272422,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,36,32583,1,1,1,1,1,0,1,1,age_not_eligible,0
caste_certificate,26,299314,5,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,81,153108,1,1,1,1,1,0,1,1,approved,1
birth_certificate,28,29683,1,1,1,1,0,0,0,1,certificate_expired,0
